ID,Value,Index,Flags,EnumID
8563,No Graph Use,15,0,584
8564,Lock Whole Advertiser,16,0,584
8565,Can't Spawn Here,17,0,584
8566,Don't re-path to moving advert,18,0,584
8571,DEPRECATED (was Allow Display Past Critical),5,12,427
8572,Auto-Fill Source,1,0,566
8574,No Bonus,0,0,585
8575,Increase iLevel by {#Item Level},1,0,585
8576,Increase Bonus Stat {@g_bonusStatFields} by {#Percentage}% of budget,2,0,585
8577,Set Item Quality to {@ITEM_QUALITY},3,0,585
8578,"Add Custom Tooltip ""{ItemNameDescription}"" in slot {#Slot}",4,0,585
8579,"Set Name Suffix ""{ItemNameDescription}"" at priority {#Priority}",5,0,585
8580,Add {#Num Sockets} socket(s) of type {$Item Socket Type},6,0,585
8581,"Set Item Appearance Modifier ""{ItemAppearanceModifier}"" at priority {#Priority}",7,0,585
8582,Increase required level by {#Required Level},8,0,585
8583,"When received, toast item with ""{$Item Toast}"" at priority {#Priority}",9,0,585
8584,Multiply repair cost by {#Repair Cost Multiplier}%,10,0,585
8585,"Scaling Stat Distribution ""{ScalingStatDistribution}"" at priority {#Priority}",11,0,585
8586,"Set Disenchant Loot to ""{Treasure}"" at priority {#Priority}",12,0,585
8587,"Fixed Stat Distribution ""{ScalingStatDistribution}"" at priority {#Priority} + ContentTuning (optional) ""{ContentTuning}""",13,0,585
8588,Preview as Item Pyramid,14,0,585
8589, ,0,0,586
8590,Skill,1,0,586
8591,Creature,2,0,586
8592,Schools,3,0,586
8593,Dispel Type,4,0,586
8594,Unit Stat,5,0,586
8595,Language,6,0,586
8596,Creature Display Info,7,0,586
8597,Lock Type,8,0,586
8598,Creature Type,9,0,586
8599,Spell Effect,10,0,586
8600,State Effect,11,0,586
8601,Game Object,12,0,586
8602,Enchantment,13,0,586
8603,Shapeshift Form,14,0,586
8604,Power Type,15,0,586
8605,???SPECIAL_MISC_CAST_UI_OBSOLETE???,16,0,586
8606,Spell Mechanic,17,0,586
8607,Item,18,0,586
8608,Activate Object Actions,19,0,586
8609,Invisibility Type,20,0,586
8610,What to modify,21,0,586
8611,What to modify,22,0,586
8612,Script Package,23,0,586
8613,Faction,24,0,586
8614,Faction,25,0,586
8615,Creature Immunities,26,0,586
8616,Slot Type,27,0,586
8617,Creature Types,28,0,586
8618,Aura Vision,29,0,586
8619,Taxi Path,30,0,586
8620,Stealth Type,31,0,586
8621,Combat Rating,32,0,586
8622,Skill Category,33,0,586
8623,Skinning Type,34,0,586
8624,Prevent Combat Results,35,0,586
8625,Sound,36,0,586
8626,Music,37,0,586
8627,Spell Visual Kit,38,0,586
8628,Faction Template,39,0,586
8629,Modify Combat Results,40,0,586
8630,Rage Type,41,0,586
8631,Spell Visual,42,0,586
8632,Summon Data,43,0,586
8633,Screen Effect,44,0,586
8634,Destructible State,45,0,586
8635,Old Phase Bits,46,0,586
8636,Loot,47,0,586
8637,???SPECIAL_MISC_METAMORPH???,48,0,586
8638,Item Subclass,49,0,586
8639,Glyph,50,0,586
8640,UNDEFINED!,51,0,586
8641,Override Spells,52,0,586
8642,Power Types,53,0,586
8643,Vehicle,54,0,586
8644,Aura State,55,0,586
8645,Number,56,0,586
8646,Aura Interrupts,57,0,586
8647,Quest,58,0,586
8648,Spell Diminish,59,0,586
8649,Anim Rep. Set,60,0,586
8650,Currency,61,0,586
8651,Threshold Type,62,0,586
8652,Phase,63,0,586
8653,Phase Group,64,0,586
8654,Unit Stats,65,0,586
8655,Weather,66,0,586
8656,Mount Type,67,0,586
8657,Summon Slot,68,0,586
8658,Mount Flags,69,0,586
8659,Research Field,70,0,586
8660,Spell Category,71,0,586
8661,Unit Power Bar,72,0,586
8662,Taxi Vendor,73,0,586
8663,Category,74,0,586
8664,Class,75,0,586
8665,Subclass,76,0,586
8666,Movie,77,0,586
8667,Cast School Type,78,0,586
8668,Atk Defense Type,79,0,586
8669,Creature Cond,80,0,586
8670,Random Display,81,0,586
8671,Anim Kit,82,0,586
8672,Weapon Slot,83,0,586
8673,Spell,84,0,586
8674,Load Screen Spline,85,0,586
8675,Deprecated,86,0,586
8676,Area Trigger,87,0,586
8677,Currency Source,88,0,586
8678,Item Upgrade,89,0,586
8679,Scene Script,90,0,586
8680,Pet Scaling Stat,91,0,586
8681,Mailer,92,0,586
8682,UI Type,93,0,586
8683,Map,94,0,586
8684,Arena Frame Slot,95,0,586
8685,Spell Effect Mask,96,0,586
8686,Path,97,0,586
8687,Power Display,98,0,586
8688,Keybound Ovride,99,0,586
8689,Scene,100,0,586
8690,StringID,101,0,586
8691,Game Event,102,0,586
8692,battle pet type,103,0,586
8693,Player Choice,104,0,586
8694,Override Zone PVP,105,0,586
8695,Unit Condition,106,0,586
8696,Garrison Building ID,107,0,586
8697,Transform Type,108,0,586
8698,Category Type,109,0,586
8699,Garrison Spec,110,0,586
8700,Bonus Bar,111,0,586
8701,Label,112,0,586
8702,Garrison Site,113,0,586
8703,Character Shipment,114,0,586
8704,Action Set,115,0,586
8705,Conversation,116,0,586
8706,Garrison Follower,117,0,586
8707,Garrison Mission,118,0,586
8708,Item Bonus Tree,119,0,586
8709,Item Create Context,120,0,586
8710,AI Action Set,121,0,586
8711,Garrison Plot Instance,122,0,586
8712,Garrison Follower Item Type,123,0,586
8713,Role,124,0,586
8714,Type,125,0,586
8715,Difficulty,126,0,586
8716,LFG Dungeon,127,0,586
8717,Charm Behavior,128,0,586
8718,Push Loot Data,129,0,586
8719,Garrison Ability,130,0,586
8720,Reroll Abilites/Traits,131,0,586
8721,Shipment Container,132,0,586
8722,Garrison Mission Set,133,0,586
8723,Garrison Follower Type,134,0,586
8724,Garrison Type,135,0,586
8725,Fear Movement Type,136,0,586
8726,Jump Charge Params,137,0,586
8727,Research Site,138,0,586
8728,Artifact Category,139,0,586
8729,Transmog Set,140,0,586
8730,Artifact XP BI Source,141,0,586
8731,Source,142,0,586
8732,Source,143,0,586
8733,Journal Encounter,144,0,586
8734,Equipment Data,145,0,586
8735,Override Type,146,0,586
8736,"Spawn region ""{SpawnRegion}""",0,0,587
8737,"Despawn region ""{SpawnRegion}""",1,0,587
8738,"Send event ""{GameEvents}""",2,0,587
8739,"Run script ""{SpellScript:$36}""",3,0,587
8740,"Run world state action set ""{WorldStateActionSet}""",4,0,587
8741,"Reset step (Run end events, reset criteria, run start events)",5,0,587
8742,"UI: Show spell ""{Spell}"" on scenario step tracker",6,0,587
8743,"UI: Hide spell ""{Spell}"" on scenario step tracker",7,0,587
8744,When the step starts,0,0,588
8745,When the step is completed,1,0,588
8746,"When criteria tree ""{CriteriaTree}"" is true",2,0,588
8747,Every {#Seconds} seconds,3,0,588
8748,After {#Seconds} seconds,4,0,588
8749,"When completion criteria is {#Percent Complete:1,100}% complete",5,0,588
8750,Arena Team - Gold,29,0,176
8751,Arena Team - Green,30,0,176
8759,Only Targetable By Creator,198,0,277
8760,- NONE -,0,0,590
8761,"Race {$Is/Is Not} ""{ChrRaces}""",1,0,590
8762,"Class {$Is/Is Not} ""{ChrClasses}""",2,0,590
8763,"Level {$Relative Op} ""{#Level}""",3,0,590
8764,Is self? {$Yes/No}{=1},4,0,590
8765,Is my pet? {$Yes/No}{=1},5,0,590
8766,Is master? {$Yes/No}{=1},6,0,590
8767,Is target? {$Yes/No}{=1},7,0,590
8768,Can assist? {$Yes/No}{=1},8,0,590
8769,Can attack? {$Yes/No}{=1},9,0,590
8770,Has pet? {$Yes/No}{=1},10,0,590
8771,Has weapon? {$Yes/No}{=1},11,0,590
8772,Health {$Relative Op} {#Health %}%,12,0,590
8773,Mana {$Relative Op} {#Mana %}%,13,0,590
8774,Rage {$Relative Op} {#Rage %}%,14,0,590
8775,Energy {$Relative Op} {#Energy %}%,15,0,590
8776,Combo Points {$Relative Op} {#Points},16,0,590
8777,"Has helpful aura spell? {$Yes/No} ""{Spell}""",17,0,590
8778,"Has helpful aura dispel type? {$Yes/No} ""{SpellDispelType}""",18,0,590
8779,"Has helpful aura mechanic? {$Yes/No} ""{SpellMechanic}""",19,0,590
8780,"Has harmful aura spell? {$Yes/No} ""{Spell}""",20,0,590
8781,"Has harmful aura dispel type? {$Yes/No} ""{SpellDispelType}""",21,0,590
8782,"Has harmful aura mechanic? {$Yes/No} ""{SpellMechanic}""",22,0,590
8783,"Has harmful aura school? {$Yes/No} ""{Resistances}""",23,0,590
8784,Damage (Physical) {$Relative Op} {#Physical Damage %}%,24,0,590
8785,Damage (Holy) {$Relative Op} {#Holy Damage %}%,25,0,590
8786,Damage (Fire) {$Relative Op} {#Fire Damage %}%,26,0,590
8787,Damage (Nature) {$Relative Op} {#Nature Damage %}%,27,0,590
8788,Damage (Frost) {$Relative Op} {#Frost Damage %}%,28,0,590
8789,Damage (Shadow) {$Relative Op} {#Shadow Damage %}%,29,0,590
8790,Damage (Arcane) {$Relative Op} {#Arcane Damage %}%,30,0,590
8791,In combat? {$Yes/No}{=1},31,0,590
8792,Is moving? {$Yes/No}{=1},32,0,590
8793,Is casting? {$Yes/No}{=1},33,0,590
8794,Is casting spell? {$Yes/No}{=1},34,0,590
8795,Is channeling? {$Yes/No}{=1},35,0,590
8796,Is channeling spell? {$Yes/No}{=1},36,0,590
8797,Number of melee attackers {$Relative Op} {#Attackers},37,0,590
8798,Is attacking me? {$Yes/No}{=1},38,0,590
8799,Range {$Relative Op} {#Yards},39,0,590
8800,In melee range? {$Yes/No}{=1},40,0,590
8801,Pursuit time {$Relative Op} {#Seconds},41,0,590
8802,Has harmful aura canceled by damage? {$Yes/No}{=1},42,0,590
8803,Has harmful aura with periodic damage? {$Yes/No}{=1},43,0,590
8804,Number of enemies {$Relative Op} {#Enemies},44,0,590
8805,Number of friends {$Relative Op} {#Friends},45,0,590
8806,Threat (Physical) {$Relative Op} {#Physical Threat %}%,46,0,590
8807,Threat (Holy) {$Relative Op} {#Holy Threat %}%,47,0,590
8808,Threat (Fire) {$Relative Op} {#Fire Threat %}%,48,0,590
8809,Threat (Nature) {$Relative Op} {#Nature Threat %}%,49,0,590
8810,Threat (Frost) {$Relative Op} {#Frost Threat %}%,50,0,590
8811,Threat (Shadow) {$Relative Op} {#Shadow Threat %}%,51,0,590
8812,Threat (Arcane) {$Relative Op} {#Arcane Threat %}%,52,0,590
8813,Is interruptible? {$Yes/No}{=1},53,0,590
8814,Number of attackers {$Relative Op} {#Attackers},54,0,590
8815,Number of ranged attackers {$Relative Op} {#Ranged Attackers},55,0,590
8816,"Creature type {$Is/Is Not} ""{CreatureType}""",56,0,590
8817,Is melee-attacking? {$Yes/No}{=1},57,0,590
8818,Is ranged-attacking? {$Yes/No}{=1},58,0,590
8819,Health {$Relative Op} {#HP} HP,59,0,590
8820,"Spell known? {$Yes/No} ""{Spell}""",60,0,590
8821,"Has harmful aura effect? {$Yes/No} ""{#Spell Aura}""",61,0,590
8822,Is immune to area-of-effect? {$Yes/No}{=1},62,0,590
8823,Is player? {$Yes/No}{=1},63,0,590
8824,Damage (Magic) {$Relative Op} {#Magic Damage %}%,64,0,590
8825,Damage (Total) {$Relative Op} {#Damage %}%,65,0,590
8826,Threat (Magic) {$Relative Op} {#Magic Threat %}%,66,0,590
8827,Threat (Total) {$Relative Op} {#Threat %}%,67,0,590
8828,Has critter? {$Yes/No}{=1},68,0,590
8829,Has totem in slot 1? {$Yes/No}{=1},69,0,590
8830,Has totem in slot 2? {$Yes/No}{=1},70,0,590
8831,Has totem in slot 3? {$Yes/No}{=1},71,0,590
8832,Has totem in slot 4? {$Yes/No}{=1},72,0,590
8833,Has totem in slot 5? {$Yes/No}{=1},73,0,590
8834,"Creature {$Is/Is Not} ""{Creature}""",74,0,590
8835,"String ID {$Is/Is Not} ""{StringID}""",75,0,590
8836,Has aura? {$Yes/No} {Spell},76,0,590
8837,Is enemy? {$Yes/No}{=1},77,0,590
8838,Is spec - melee? {$Yes/No}{=1},78,0,590
8839,Is spec - tank? {$Yes/No}{=1},79,0,590
8840,Is spec - ranged? {$Yes/No}{=1},80,0,590
8841,Is spec - healer? {$Yes/No}{=1},81,0,590
8842,Is player controlled NPC? {$Yes/No}{=1},82,0,590
8843,Is dying? {$Yes/No}{=1},83,0,590
8844,Path fail count {$Relative Op} {#Path Fail Count},84,0,590
8845,Objective,0,0,591
8846,"Creature ""{Creature}""",1,0,591
8847,"Game Object ""{GameObjects}""",2,0,591
8848,- NONE -,0,0,592
8849,Reach level {#Level},1,0,592
8850,"Complete daily quest ""{QuestV2}""",2,0,592
8851,"Start battleground ""{Map}""",3,0,592
8852,Win a ranked arena match with team size {#Team Size},4,0,592
8853,"Gain aura ""{Spell}""",5,0,592
8854,"Gain aura effect ""{SpellAuraNames.EnumID}""",6,0,592
8855,"Cast spell ""{Spell}""",7,0,592
8856,"Have spell ""{Spell}"" cast on you",8,0,592
8857,"Accept quest ""{QuestV2}""",9,0,592
8858,"Kill NPC ""{Creature}""",10,0,592
8859,Kill player,11,0,592
8860,"Use item ""{Item}""",12,0,592
8861,"Send event ""{GameEvents}"" (player-sent/instance only)",13,0,592
8862,"Begin scenario step ""{#Step}"" (for use with ""Player on Scenario"" modifier only)",14,0,592
8863,- NONE -,0,0,593
8864,Death,1,0,593
8865,24 hours without completing a daily quest,2,0,593
8866,Leave a battleground,3,0,593
8867,Lose a ranked arena match with team size {#Team Size},4,0,593
8868,"Lose aura ""{Spell}""",5,0,593
8869,"Gain aura ""{Spell}""",6,0,593
8870,"Gain aura effect ""{SpellAuraNames.EnumID}""",7,0,593
8871,"Cast spell ""{Spell}""",8,0,593
8872,"Have spell ""{Spell}"" cast on you",9,0,593
8873,Modify your party status,10,0,593
8874,Lose a pet battle,11,0,593
8875,Battle pet dies,12,0,593
8876,Daily quests cleared,13,0,593
8877,"Send event ""{GameEvents}"" (player-sent/instance only)",14,0,593
8878,"Kill NPC ""{Creature}""",0,0,594
8879,"Win battleground ""{Map}""",1,0,594
8880,"Complete research project ""{ResearchProject}""",2,0,594
8881,Complete any research project,3,0,594
8882,"Find research object ""{GameObjects}""",4,0,594
8883,Reach level,5,0,594
8884,Exhaust any research site,6,0,594
8885,"Skill ""{SkillLine}"" raised",7,0,594
8886,"Earn achievement ""{Achievement}""",8,0,594
8887,Count of complete quests (quest count),9,0,594
8888,Complete any daily quest (per day),10,0,594
8889,"Complete quests in ""{AreaTable}""",11,0,594
8890,"Currency ""{CurrencyTypes}"" gained",12,0,594
8891,Damage dealt,13,0,594
8892,Complete daily quest,14,0,594
8893,"Participate in battleground ""{Map}""",15,0,594
8894,"Die on map ""{Map}""",16,0,594
8895,Die anywhere,17,0,594
8896,Die in an instance which handles at most {#Max Players} players,18,0,594
8897,Run an instance which handles at most {#Max Players} players,19,0,594
8898,"Get killed by ""{Creature}""",20,0,594
8899,Designer Value{`Uses Record ID},21,0,594
8900,Complete any challenge mode,22,0,594
8901,Die to a player,23,0,594
8902,Maximum distance fallen without dying,24,0,594
8903,"Earn a challenge mode medal of ""{#Challenge Mode Medal (OBSOLETE)}"" (OBSOLETE)",25,0,594
8904,"Die to ""{$Env Damage}"" environmental damage",26,0,594
8905,"Complete quest ""{QuestV2}""",27,0,594
8906,"Have the spell ""{Spell}"" cast on you",28,0,594
8907,"Cast the spell ""{Spell}""",29,0,594
8908,"Tracked WorldStateUI value ""{WorldStateUI}"" is modified",30,0,594
8909,"Kill someone in PVP in ""{AreaTable}""",31,0,594
8910,"Win arena ""{Map}""",32,0,594
8911,"Participate in arena ""{Map}""",33,0,594
8912,"Learn or Know spell ""{Spell}""",34,0,594
8913,Earn an honorable kill,35,0,594
8914,"Acquire item ""{Item}""",36,0,594
8915,Win a ranked arena match (any arena),37,0,594
8916,Earn a team arena rating of {#Arena Rating},38,0,594
8917,Earn a personal arena rating of {#Arena Rating},39,0,594
8918,"Achieve a skill step in ""{SkillLine}""",40,0,594
8919,"Use item ""{Item}""",41,0,594
8920,"Loot ""{Item}"" via corpse, pickpocket, fishing, disenchanting, etc.",42,0,594
8921,"Reveal world map overlay ""{WorldMapOverlay}""",43,0,594
8922,Deprecated PVP Titles,44,0,594
8923,Bank slots purchased,45,0,594
8924,"Reputation gained with faction ""{Faction}""",46,0,594
8925,Total exalted factions,47,0,594
8926,Got a haircut,48,0,594
8927,"Equip item in slot ""{$Equip Slot}""",49,0,594
8928,Roll need and get {#Need Roll},50,0,594
8929,Roll greed and get {#Greed Roll},51,0,594
8930,Deliver a killing blow to a {ChrClasses},52,0,594
8931,Deliver a killing blow to a {ChrRaces},53,0,594
8932,"Do a ""{EmotesText}"" emote",54,0,594
8933,Healing done,55,0,594
8934,Delivered a killing blow,56,0,594
8935,"Equip item ""{Item}""",57,0,594
8936,"Complete quests in ""{QuestSort}""",58,0,594
8937,Sell items to vendors,59,0,594
8938,Money spent on respecs,60,0,594
8939,Total respecs,61,0,594
8940,Money earned from questing,62,0,594
8941,Money spent on taxis,63,0,594
8942,"Killed all units in spawn region ""{SpawnRegion}""",64,0,594
8943,Money spent at the barber shop,65,0,594
8944,Money spent on postage,66,0,594
8945,Money looted from creatures,67,0,594
8946,"Use Game Object ""{GameObjects}""",68,0,594
8947,"Gain aura ""{Spell}""",69,0,594
8948,Kill a player (no honor check),70,0,594
8949,"Complete a challenge mode on map ""{Map}""",71,0,594
8950,"Catch fish in the ""{GameObjects}"" fishing hole",72,0,594
8951,"Player will Trigger game event ""{GameEvents}""",73,0,594
8952,Login (USE SPARINGLY!),74,0,594
8953,"Learn spell from the ""{SkillLine}"" skill line",75,0,594
8954,Win a duel,76,0,594
8955,Lose a duel,77,0,594
8956,Kill any NPC,78,0,594
8957,Created items by casting a spell (limit 1 per create...),79,0,594
8958,Money earned from auctions,80,0,594
8959,Battle pet achievement points earned,81,0,594
8960,Number of items posted at auction,82,0,594
8961,Highest auction bid,83,0,594
8962,Auctions won,84,0,594
8963,Highest coin value of item sold,85,0,594
8964,Most money owned,86,0,594
8965,Total revered factions,87,0,594
8966,Total honored factions,88,0,594
8967,Total factions encountered,89,0,594
8968,Loot any item,90,0,594
8969,Obtain any item,91,0,594
8970,"Anyone will Trigger game event ""{GameEvents}"" (Scenario Only)",92,0,594
8971,Roll any number on need,93,0,594
8972,Roll any number on greed,94,0,594
8973,Released Spirit,95,0,594
8974,"Account knows pet ""{Creature}"" (Backtracked)",96,0,594
8975,"Defeat Encounter ""{DungeonEncounter}"" While Eligible For Loot",97,0,594
8976,UNUSED 18{},98,0,594
8977,UNUSED 19{},99,0,594
8978,UNUSED 20{},100,0,594
8979,Highest damage done in 1 single ability,101,0,594
8980,Most damage taken in 1 single hit,102,0,594
8981,Total damage taken,103,0,594
8982,Largest heal cast,104,0,594
8983,Total healing received,105,0,594
8984,Largest heal received,106,0,594
8985,Abandon any quest,107,0,594
8986,Buy a taxi,108,0,594
8987,"Get loot via ""{$Loot Acquisition}""",109,0,594
8988,"Land targeted spell ""{Spell}"" on a target",110,0,594
8989,UNUSED 21{},111,0,594
8990,"Learn tradeskill skill line ""{SkillLine}""",112,0,594
8991,"Honorable kills (number in interface, won't update except for login)",113,0,594
8992,Accept a summon,114,0,594
8993,Earn achievement points,115,0,594
8994,Roll disenchant and get {#Disenchant Roll},116,0,594
8995,Roll any number on disenchant,117,0,594
8996,Completed an LFG dungeon,118,0,594
8997,Completed an LFG dungeon with strangers,119,0,594
8998,Kicked in an LFG dungeon (initiator),120,0,594
8999,Kicked in an LFG dungeon (voter),121,0,594
9000,Kicked in an LFG dungeon (target),122,0,594
9001,Abandoned an LFG dungeon,123,0,594
9002,Guild repair amount spent,124,0,594
9003,Guild attained level,125,0,594
9004,Created items by casting a spell,126,0,594
9005,Fish in any pool,127,0,594
9006,Guild bank tabs purchased,128,0,594
9007,Earn guild achievement points,129,0,594
9008,Win any battleground,130,0,594
9009,Participate in any battleground,131,0,594
9010,Earn a battleground rating,132,0,594
9011,Guild tabard created,133,0,594
9012,Count of complete quests for guild (Quest count),134,0,594
9013,Honorable kills for Guild,135,0,594
9014,Kill any NPC for Guild,136,0,594
9015,Grouped tank left early in an LFG dungeon,137,0,594
9016,"Complete a ""{$Guild Challenge}"" guild challenge",138,0,594
9017,Complete any guild challenge,139,0,594
9018,Marked AFK in a battleground,140,0,594
9019,Removed for being AFK in a battleground,141,0,594
9020,Start any battleground (AFK tracking),142,0,594
9021,Complete any battleground (AFK tracking),143,0,594
9022,Marked someone for being AFK in a battleground,144,0,594
9023,Completed an LFR dungeon,145,0,594
9024,Abandoned an LFR dungeon,146,0,594
9025,Kicked in an LFR dungeon (initiator),147,0,594
9026,Kicked in an LFR dungeon (voter),148,0,594
9027,Kicked in an LFR dungeon (target),149,0,594
9028,Grouped tank left early in an LFR dungeon,150,0,594
9029,Complete a Scenario,151,0,594
9030,"Complete scenario ""{Scenario}""",152,0,594
9031,"Enter area trigger ""{AreaTriggerActionSet}""",153,0,594
9032,"Leave area trigger ""{AreaTriggerActionSet}""",154,0,594
9033,(Account Only) Learned a new pet,155,0,594
9034,(Account Only) Unique pets owned,156,0,594
9035,(Account Only) Obtain a pet through battle,157,0,594
9036,Win a pet battle,158,0,594
9037,Lose a pet battle,159,0,594
9038,(Account Only) Battle pet has reached level {#Level},160,0,594
9039,(Player) Obtain a pet through battle,161,0,594
9040,(Player) Actively earn level {#Level} with a pet by a player,162,0,594
9041,"Enter Map Area ""{AreaTable}""",163,0,594
9042,"Leave Map Area ""{AreaTable}""",164,0,594
9043,"Defeat Encounter ""{DungeonEncounter}""",165,0,594
9044,Garrison Building: Place any,166,0,594
9045,"Garrison Building: Place ""{GarrBuilding}""",167,0,594
9046,Garrison Building: Activate any,168,0,594
9047,"Garrison Building: Activate ""{GarrBuilding}""",169,0,594
9048,"Garrison: Upgrade Garrison to Tier ""{#Tier:2,3}""",170,0,594
9049,"Garrison Mission: Start any with FollowerType ""{GarrFollowerType}""",171,0,594
9050,"Garrison Mission: Start ""{GarrMission}""",172,0,594
9051,"Garrison Mission: Succeed any with FollowerType ""{GarrFollowerType}""",173,0,594
9052,"Garrison Mission: Succeed ""{GarrMission}""",174,0,594
9053,Garrison Follower: Recruit any,175,0,594
9054,"Garrison Follower: Recruit ""{GarrFollower}""",176,0,594
9055,Garrison: Acquire a Garrison,177,0,594
9056,Garrison Blueprint: Learn any,178,0,594
9057,"Garrison Blueprint: Learn ""{GarrBuilding}""",179,0,594
9058,Garrison Specialization: Learn any,180,0,594
9059,"Garrison Specialization: Learn ""{GarrSpecialization}""",181,0,594
9060,"Garrison Shipment of type ""{CharShipmentContainer}"" collected",182,0,594
9061,Garrison Follower: Item Level Changed,183,0,594
9062,Garrison Follower: Level Changed,184,0,594
9063,"Learn Toy ""{Item}""",185,0,594
9064,Learn Any Toy,186,0,594
9065,Garrison Follower: Quality Upgraded,187,0,594
9066,"Learn Heirloom ""{Item}""",188,0,594
9067,Learn Any Heirloom,189,0,594
9068,Earn Artifact XP,190,0,594
9069,Artifact Power Ranks Purchased,191,0,594
9070,"Learn Transmog ""{ItemModifiedAppearance}""",192,0,594
9071,Learn Any Transmog,193,0,594
9072,(Player) honor level increase,194,0,594
9073,(Player) prestige level increase,195,0,594
9074,Actively level to level {#Level},196,0,594
9075,Garrison Talent: Complete Research Any,197,0,594
9076,"Garrison Talent: Complete Research ""{GarrTalent}""",198,0,594
9077,"Learn Any Transmog in Slot ""{$Equip Slot}""",199,0,594
9078,Recruit any Garrison Troop,200,0,594
9079,Garrison Talent: Start Research Any,201,0,594
9080,"Garrison Talent: Start Research ""{GarrTalent}""",202,0,594
9081,Complete Any Quest,203,0,594
9082,"Earn License ""{BattlePayDeliverable}"" (does NOT work for box level)",204,0,594
9083,"(Account Only) Collect a Transmog Set from Group ""{TransmogSetGroup}""",205,0,594
9084,"(Player) paragon level increase with faction ""{Faction}""",206,0,594
9085,Tier One,0,0,595
9086,Tier Two,1,0,595
9088,Title,6,0,392
9090,Prioritize Column for Custom Description Query,0,0,596
9091,Aim Left Arm,28,0,266
9092,Aim Right Arm,29,0,266
9093,- NONE -,0,0,597
9094,Set {WorldState} to {#Value},1,0,597
9095,Send event {GameEvents},2,0,597
9096,Wait {#Seconds (min)} - {#Seconds (max)} seconds,3,0,597
9097,Abort,4,0,597
9098,Loop,5,0,597
9099,"Call {WorldStateActionSet}, then {WorldStateActionSet}",6,0,597
9100,Abort if NOT,7,0,597
9101,"Instance completes ({$Team} wins, in {#Seconds} sec)",8,0,597
9102,"Award contribution (points {#Contribution / 10}, team {$Team})",9,0,597
9103,Change player stat {WorldStateUI} by {#Amount},10,0,597
9104,Cast spell {Spell} on {$Team},11,0,597
9105,Send global event {GameEvents},12,0,597
9106,System message {BroadcastText} to {$Broadcast Recipients},13,0,597
9107,Override weather in {AreaTable} with {Weather},14,0,597
9108,Activate object: {@GAMEOBJECT_ACTION} ({#Object Action Data}),15,0,597
9109,Send mail {MailTemplate},16,0,597
9110,Send mass mail {MailTemplate},17,0,597
9111,Update zone auras in {AreaTable},18,0,597
9112,Defense message {BroadcastText} in {AreaTable},19,0,597
9113,Set {WorldState} to value from triggering event,20,0,597
9114,Recheck area trigger {AreaTrigger},21,0,597
9115,Make log entry ({#Value}),22,0,597
9116,Override light {Light} with {Light} over {#Milliseconds} ms,23,0,597
9117,Send unit general trigger {#Trigger},24,0,597
9118,Send unit combat trigger {#Trigger},25,0,597
9119,Set destructible state to {$Destructible State},26,0,597
9120,Arena failure,27,0,597
9121,Cast spell {Spell} on unit,28,0,597
9122,Request destructible building state,29,0,597
9123,Cast spell {Spell} on {$Team} in zone {AreaTable},30,0,597
9124,Terminate WorldStateActionSet {WorldStateActionSet},31,0,597
9125,Set destructible faction template to {FactionTemplate},32,0,597
9126,"Camera Shake (Old tech, Deprecated)",33,0,597
9127,Set raid combat,34,0,597
9128,Update zone aura for player,35,0,597
9129,Update phase shift,36,0,597
9130,"Set random expression {WorldState}, fallback to {#Fallback}",37,0,597
9131,Increase {WorldState} by {#Amount},38,0,597
9132,Decrease {WorldState} by {#Amount},39,0,597
9133,Update zone auras for all players in Instance {AreaTable},40,0,597
9134,Update Area PVP state,41,0,597
9135,Start {#Timer (sec)} sec timer of type {$Timer Type},42,0,597
9136,Start dungeon encounter {DungeonEncounter},43,0,597
9137,End dungeon encounter {DungeonEncounter},44,0,597
9138,Start elapsed timer {WorldElapsedTimer},45,0,597
9139,Stop elapsed timer {WorldElapsedTimer},46,0,597
9140,Start challenge mode (Deprecated),47,0,597
9141,Complete challenge mode,48,0,597
9142,Award personalized loot {PersonalizedLootAward},49,0,597
9143,Despawn object,50,0,597
9144,"Battleground: Award {#Amount} currency to {$Team}, currency type {CurrencyTypes}",51,0,597
9145,Begin scenario {Scenario},52,0,597
9146,Global aura {Spell} will be {$Added/Removed} if {PlayerCondition},53,0,597
9147,Shutdown scenario {Scenario},54,0,597
9148,Play camera effect {CameraEffect} and sound {SoundKit} within area {AreaTable},55,0,597
9149,- NONE -,0,0,598
9150,OnReaction: Unit detects {$Detection Type}.,1,0,598
9151,OnEnterCombat: Unit enters combat.,2,0,598
9152,OnLeaveCombat: Unit leaves combat.,3,0,598
9153,OnCombatTick: Unit triggers this each heartbeat.,4,0,598
9154,OnHealthRange: Unit health is between {#Health Min} and {#Health Max}.,5,0,598
9155,OnEnergyRange: Unit mana is between {#Mana Min} and {#Mana Max}.,6,0,598
9156,OnDeath: Unit dies.,7,0,598
9157,OnSpell: Unit is hit by spell {Spell}.,8,0,598
9158,OnKill: Unit kills an enemy target.,9,0,598
9159,OnSpawn: Unit spawns.,10,0,598
9160,OnEmote: Unit receives emote {EmotesText}.,11,0,598
9161,OnMelee: Unit receives a melee attack.,12,0,598
9162,OnInteract: Unit is right clicked.,13,0,598
9163,OnCombatTrigger: Unit receives 'combat' trigger {#Trigger ID}.,14,0,598
9164,OnSpellCast: Unit casts spell {Spell}.,15,0,598
