ID,Quality[0],Quality[1],Quality[2],Quality[3],Quality[4],Quality[5],Quality[6],ItemLevel
711,222.98315,358.6315,371.6388,371.6388,371.6388,371.6388,371.6388,711
712,225.2955,362.35052,375.4927,375.4927,375.4927,375.4927,375.4927,712
713,227.27779,365.53842,378.7962,378.7962,378.7962,378.7962,378.7962,713
714,229.59013,369.25775,382.65042,382.65042,382.65042,382.65042,382.65042,714
715,231.57211,372.4453,385.9536,385.9536,385.9536,385.9536,385.9536,715
716,233.88477,376.16467,389.80786,389.80786,389.80786,389.80786,389.80786,716
717,235.86674,379.35254,393.11133,393.11133,393.11133,393.11133,393.11133,717
718,238.1791,383.07156,396.96527,396.96527,396.96527,396.96527,396.96527,718
719,240.49144,386.7906,400.81918,400.81918,400.81918,400.81918,400.81918,719
720,242.80411,390.50995,404.6734,404.6734,404.6734,404.6734,404.6734,720
721,244.78609,393.6978,407.9769,407.9769,407.9769,407.9769,407.9769,721
722,247.09843,397.41684,411.8308,411.8308,411.8308,411.8308,411.8308,722
723,249.41078,401.1359,415.68475,415.68475,415.68475,415.68475,415.68475,723
724,251.72345,404.85522,419.53897,419.53897,419.53897,419.53897,419.53897,724
725,254.36618,409.10574,423.94363,423.94363,423.94363,423.94363,423.94363,725
726,256.67853,412.82477,427.79755,427.79755,427.79755,427.79755,427.79755,726
727,258.99088,416.5438,431.65146,431.65146,431.65146,431.65146,431.65146,727
728,261.30356,420.26315,435.5057,435.5057,435.5057,435.5057,435.5057,728
729,263.9463,424.51364,439.91037,439.91037,439.91037,439.91037,439.91037,729
730,266.25864,428.23267,443.76428,443.76428,443.76428,443.76428,443.76428,730
731,268.90137,432.4832,448.16895,448.16895,448.16895,448.16895,448.16895,731
732,271.2137,436.2022,452.02286,452.02286,452.02286,452.02286,452.02286,732
733,273.85645,440.4527,456.42752,456.42752,456.42752,456.42752,456.42752,733
734,276.49918,444.7029,460.83218,460.83218,460.83218,460.83218,460.83218,734
735,279.1422,448.9534,465.23682,465.23682,465.23682,465.23682,465.23682,735
736,281.78464,453.20358,469.64117,469.64117,469.64117,469.64117,469.64117,736
737,284.42737,457.4541,474.04584,474.04584,474.04584,474.04584,474.04584,737
738,287.07043,461.7046,478.4505,478.4505,478.4505,478.4505,478.4505,738
739,289.71317,465.95508,482.85516,482.85516,482.85516,482.85516,482.85516,739
740,292.3559,470.2056,487.2598,487.2598,487.2598,487.2598,487.2598,740
741,294.99863,474.4561,491.66446,491.66446,491.66446,491.66446,491.66446,741
742,297.97174,479.23776,496.61954,496.61954,496.61954,496.61954,496.61954,742
743,300.61447,483.48825,501.0242,501.0242,501.0242,501.0242,501.0242,743
744,303.5876,488.2699,505.97928,505.97928,505.97928,505.97928,505.97928,744
745,306.23032,492.52042,510.38394,510.38394,510.38394,510.38394,510.38394,745
746,309.20343,497.30206,515.33905,515.33905,515.33905,515.33905,515.33905,746
747,312.17654,502.08405,520.29443,520.29443,520.29443,520.29443,520.29443,747
748,315.14966,506.8657,525.2495,525.2495,525.2495,525.2495,525.2495,748
749,317.7924,511.11618,529.6542,529.6542,529.6542,529.6542,529.6542,749
750,320.7655,515.8978,534.60925,534.60925,534.60925,534.60925,534.60925,750
751,324.06897,521.211,540.11505,540.11505,540.11505,540.11505,540.11505,751
752,327.04208,525.9926,545.0702,545.0702,545.0702,545.0702,545.0702,752
753,330.0152,530.7746,550.0256,550.0256,550.0256,550.0256,550.0256,753
754,332.9883,535.5563,554.98065,554.98065,554.98065,554.98065,554.98065,754
755,336.2918,540.8694,560.48645,560.48645,560.48645,560.48645,560.48645,755
756,339.26492,545.65106,565.4415,565.4415,565.4415,565.4415,565.4415,756
757,342.56842,550.9642,570.9474,570.9474,570.9474,570.9474,570.9474,757
758,345.87192,556.2773,576.4532,576.4532,576.4532,576.4532,576.4532,758
759,348.84503,561.05896,581.40826,581.40826,581.40826,581.40826,581.40826,759
760,352.14853,566.3721,586.9141,586.9141,586.9141,586.9141,586.9141,760
761,355.4517,571.6849,592.4196,592.4196,592.4196,592.4196,592.4196,761
762,358.7552,576.99805,597.9254,597.9254,597.9254,597.9254,597.9254,762
763,362.38907,582.8426,603.982,603.982,603.982,603.982,603.982,763
764,365.69257,588.15546,609.4875,609.4875,609.4875,609.4875,609.4875,764
765,368.99606,593.46857,614.99335,614.99335,614.99335,614.99335,614.99335,765
766,372.6296,599.31287,621.04956,621.04956,621.04956,621.04956,621.04956,766
767,375.9331,604.626,626.5554,626.5554,626.5554,626.5554,626.5554,767
768,379.5673,610.4706,632.61194,632.61194,632.61194,632.61194,632.61194,768
769,383.20087,616.3148,638.6682,638.6682,638.6682,638.6682,638.6682,769
770,386.50436,621.628,644.174,644.174,644.174,644.174,644.174,770
771,390.1382,627.4722,650.2303,650.2303,650.2303,650.2303,650.2303,771
772,393.7718,633.3165,656.2865,656.2865,656.2865,656.2865,656.2865,772
773,397.73605,639.69226,662.8935,662.8935,662.8935,662.8935,662.8935,773
774,401.3699,645.53656,668.94977,668.94977,668.94977,668.94977,668.94977,774
775,405.00348,651.38086,675.006,675.006,675.006,675.006,675.006,775
776,408.96774,657.7566,681.613,681.613,681.613,681.613,681.613,776
777,412.6016,663.6012,687.66956,687.66956,687.66956,687.66956,687.66956,777
778,416.56586,669.9766,694.27625,694.27625,694.27625,694.27625,694.27625,778
779,420.52982,676.3524,700.88324,700.88324,700.88324,700.88324,700.88324,779
780,424.49405,682.72815,707.4902,707.4902,707.4902,707.4902,707.4902,780
781,428.4583,689.1039,714.09717,714.09717,714.09717,714.09717,714.09717,781
782,432.42224,695.4793,720.70386,720.70386,720.70386,720.70386,720.70386,782
783,436.3865,701.8551,727.31085,727.31085,727.31085,727.31085,727.31085,783
784,440.68085,708.762,734.46826,734.46826,734.46826,734.46826,734.46826,784
785,444.64508,715.13776,741.07526,741.07526,741.07526,741.07526,741.07526,785
786,448.93973,722.0447,748.23267,748.23267,748.23267,748.23267,748.23267,786
787,452.90366,728.4204,754.83966,754.83966,754.83966,754.83966,754.83966,787
788,457.1983,735.32733,761.9971,761.9971,761.9971,761.9971,761.9971,788
789,461.49292,742.23425,769.1548,769.1548,769.1548,769.1548,769.1548,789
790,465.78726,749.1411,776.3122,776.3122,776.3122,776.3122,776.3122,790
791,470.08188,756.04803,783.4696,783.4696,783.4696,783.4696,783.4696,791
792,474.7066,763.4864,791.17773,791.17773,791.17773,791.17773,791.17773,792
793,479.00122,770.3933,798.3352,798.3352,798.3352,798.3352,798.3352,793
794,483.62595,777.8317,806.04333,806.04333,806.04333,806.04333,806.04333,794
795,487.92056,784.7386,813.20074,813.20074,813.20074,813.20074,813.20074,795
796,492.54526,792.177,820.9089,820.9089,820.9089,820.9089,820.9089,796
797,497.16998,799.61505,828.61676,828.61676,828.61676,828.61676,828.61676,797
798,501.79498,807.0534,836.3249,836.3249,836.3249,836.3249,836.3249,798
799,506.75006,815.02295,844.58344,844.58344,844.58344,844.58344,844.58344,799
800,511.3751,822.46136,852.2916,852.2916,852.2916,852.2916,852.2916,800
801,515.9998,829.8997,859.99976,859.99976,859.99976,859.99976,859.99976,801
802,520.9549,837.86926,868.25836,868.25836,868.25836,868.25836,868.25836,802
803,525.9103,845.8388,876.5169,876.5169,876.5169,876.5169,876.5169,803
804,530.86536,853.8083,884.7755,884.7755,884.7755,884.7755,884.7755,804
805,535.82074,861.77814,893.03436,893.03436,893.03436,893.03436,893.03436,805
806,540.7758,869.7477,901.29297,901.29297,901.29297,901.29297,901.29297,806
807,545.7309,877.7172,909.5515,909.5515,909.5515,909.5515,909.5515,807
808,551.01636,886.2182,918.36084,918.36084,918.36084,918.36084,918.36084,808
809,555.9718,894.18774,926.61945,926.61945,926.61945,926.61945,926.61945,809
810,561.25726,902.6888,935.4288,935.4288,935.4288,935.4288,935.4288,810
811,566.5427,911.18945,944.23773,944.23773,944.23773,944.23773,944.23773,811
812,571.8282,919.6904,953.04706,953.04706,953.04706,953.04706,953.04706,812
813,577.11395,928.19147,961.8564,961.8564,961.8564,961.8564,961.8564,813
814,582.7298,937.22363,971.2161,971.2161,971.2161,971.2161,971.2161,814
815,588.01495,945.7243,980.02515,980.02515,980.02515,980.02515,980.02515,815
816,593.6311,954.7568,989.3852,989.3852,989.3852,989.3852,989.3852,816
817,599.24695,963.78894,998.74493,998.74493,998.74493,998.74493,998.74493,817
818,604.8628,972.8211,1008.1047,1008.1047,1008.1047,1008.1047,1008.1047,818
819,610.47864,981.8533,1017.4644,1017.4644,1017.4644,1017.4644,1017.4644,819
820,616.0945,990.88544,1026.8241,1026.8241,1026.8241,1026.8241,1026.8241,820
821,621.7103,999.91754,1036.1838,1036.1838,1036.1838,1036.1838,1036.1838,821
822,627.65656,1009.4812,1046.0944,1046.0944,1046.0944,1046.0944,1046.0944,822
823,633.6028,1019.0448,1056.0049,1056.0049,1056.0049,1056.0049,1056.0049,823
824,639.549,1028.6082,1065.915,1065.915,1065.915,1065.915,1065.915,824
825,645.49524,1038.1715,1075.8254,1075.8254,1075.8254,1075.8254,1075.8254,825
826,651.44147,1047.7351,1085.736,1085.736,1085.736,1085.736,1085.736,826
827,657.7181,1057.8298,1096.1969,1096.1969,1096.1969,1096.1969,1096.1969,827
828,663.6643,1067.3932,1106.107,1106.107,1106.107,1106.107,1106.107,828
829,669.9409,1077.4879,1116.568,1116.568,1116.568,1116.568,1116.568,829
830,676.2175,1087.583,1127.0292,1127.0292,1127.0292,1127.0292,1127.0292,830
831,682.49414,1097.6779,1137.4901,1137.4901,1137.4901,1137.4901,1137.4901,831
832,689.10077,1108.3038,1148.5015,1148.5015,1148.5015,1148.5015,1148.5015,832
833,695.3774,1118.3986,1158.9623,1158.9623,1158.9623,1158.9623,1158.9623,833
834,701.9844,1129.0248,1169.974,1169.974,1169.974,1169.974,1169.974,834
835,708.5914,1139.6511,1180.9856,1180.9856,1180.9856,1180.9856,1180.9856,835
836,715.19806,1150.277,1191.997,1191.997,1191.997,1191.997,1191.997,836
837,721.80505,1160.9033,1203.0085,1203.0085,1203.0085,1203.0085,1203.0085,837
838,728.7424,1172.0607,1214.5707,1214.5707,1214.5707,1214.5707,1214.5707,838
839,735.34906,1182.6866,1225.582,1225.582,1225.582,1225.582,1225.582,839
840,742.28674,1193.8444,1237.1444,1237.1444,1237.1444,1237.1444,1237.1444,840
841,749.2238,1205.0017,1248.7064,1248.7064,1248.7064,1248.7064,1248.7064,841
842,756.1612,1216.1592,1260.2686,1260.2686,1260.2686,1260.2686,1260.2686,842
843,763.4286,1227.8478,1272.381,1272.381,1272.381,1272.381,1272.381,843
844,770.36597,1239.0051,1283.9431,1283.9431,1283.9431,1283.9431,1283.9431,844
845,777.6334,1250.694,1296.0559,1296.0559,1296.0559,1296.0559,1296.0559,845
846,784.9012,1262.3826,1308.1683,1308.1683,1308.1683,1308.1683,1308.1683,846
847,792.1686,1274.0714,1320.2812,1320.2812,1320.2812,1320.2812,1320.2812,847
848,799.7667,1286.2915,1332.9445,1332.9445,1332.9445,1332.9445,1332.9445,848
849,807.36456,1298.5115,1345.6077,1345.6077,1345.6077,1345.6077,1345.6077,849
850,814.63226,1310.2004,1357.7205,1357.7205,1357.7205,1357.7205,1357.7205,850
851,822.5605,1322.9515,1370.9341,1370.9341,1370.9341,1370.9341,1370.9341,851
852,830.1583,1335.1713,1383.5974,1383.5974,1383.5974,1383.5974,1383.5974,852
853,837.7564,1347.3914,1396.2606,1396.2606,1396.2606,1396.2606,1396.2606,853
854,845.68463,1360.1428,1409.4746,1409.4746,1409.4746,1409.4746,1409.4746,854
855,853.6128,1372.894,1422.6882,1422.6882,1422.6882,1422.6882,1422.6882,855
856,861.5413,1385.6455,1435.9022,1435.9022,1435.9022,1435.9022,1435.9022,856
857,869.7999,1398.9282,1449.6666,1449.6666,1449.6666,1449.6666,1449.6666,857
858,877.7281,1411.6794,1462.8802,1462.8802,1462.8802,1462.8802,1462.8802,858
859,885.9867,1424.962,1476.6447,1476.6447,1476.6447,1476.6447,1476.6447,859
860,894.24554,1438.2448,1490.409,1490.409,1490.409,1490.409,1490.409,860
861,902.83453,1452.0588,1504.7242,1504.7242,1504.7242,1504.7242,1504.7242,861
862,911.0931,1465.3416,1518.4886,1518.4886,1518.4886,1518.4886,1518.4886,862
863,919.68207,1479.1553,1532.8035,1532.8035,1532.8035,1532.8035,1532.8035,863
864,928.271,1492.9695,1547.1185,1547.1185,1547.1185,1547.1185,1547.1185,864
865,936.86,1506.7832,1561.4333,1561.4333,1561.4333,1561.4333,1561.4333,865
866,945.7793,1521.1285,1576.299,1576.299,1576.299,1576.299,1576.299,866
867,954.69867,1535.4739,1591.1646,1591.1646,1591.1646,1591.1646,1591.1646,867
868,963.618,1549.8191,1606.0302,1606.0302,1606.0302,1606.0302,1606.0302,868
869,972.53735,1564.1644,1620.8956,1620.8956,1620.8956,1620.8956,1620.8956,869
870,981.78705,1579.0411,1636.312,1636.312,1636.312,1636.312,1636.312,870
871,991.03674,1593.9176,1651.7279,1651.7279,1651.7279,1651.7279,1651.7279,871
872,1000.2865,1608.7941,1667.1439,1667.1439,1667.1439,1667.1439,1667.1439,872
873,1009.5362,1623.6705,1682.5603,1682.5603,1682.5603,1682.5603,1682.5603,873
874,1019.1163,1639.0784,1698.527,1698.527,1698.527,1698.527,1698.527,874
875,1028.3657,1653.9548,1713.943,1713.943,1713.943,1713.943,1713.943,875
876,1038.2762,1669.8942,1730.4604,1730.4604,1730.4604,1730.4604,1730.4604,876
877,1047.8563,1685.3021,1746.4271,1746.4271,1746.4271,1746.4271,1746.4271,877
878,1057.7665,1701.2412,1762.9443,1762.9443,1762.9443,1762.9443,1762.9443,878
879,1067.677,1717.1803,1779.4614,1779.4614,1779.4614,1779.4614,1779.4614,879
880,1077.5874,1733.1196,1795.9789,1795.9789,1795.9789,1795.9789,1795.9789,880
881,1087.4976,1749.0587,1812.4961,1812.4961,1812.4961,1812.4961,1812.4961,881
882,1097.7384,1765.5293,1829.564,1829.564,1829.564,1829.564,1829.564,882
883,1107.979,1781.9998,1846.6318,1846.6318,1846.6318,1846.6318,1846.6318,883
884,1118.5503,1799.0015,1864.2502,1864.2502,1864.2502,1864.2502,1864.2502,884
885,1128.7908,1815.472,1881.3181,1881.3181,1881.3181,1881.3181,1881.3181,885
886,1139.362,1832.474,1898.9368,1898.9368,1898.9368,1898.9368,1898.9368,886
887,1150.2633,1850.0068,1917.1055,1917.1055,1917.1055,1917.1055,1917.1055,887
888,1160.8346,1867.0089,1934.7241,1934.7241,1934.7241,1934.7241,1934.7241,888
889,1171.7358,1884.542,1952.8932,1952.8932,1952.8932,1952.8932,1952.8932,889
890,1182.6372,1902.0748,1971.0619,1971.0619,1971.0619,1971.0619,1971.0619,890
891,1193.8689,1920.1392,1989.7817,1989.7817,1989.7817,1989.7817,1989.7817,891
892,1205.1006,1938.2035,2008.5012,2008.5012,2008.5012,2008.5012,2008.5012,892
893,1216.3323,1956.2678,2027.2207,2027.2207,2027.2207,2027.2207,2027.2207,893
894,1227.5643,1974.3324,2045.9404,2045.9404,2045.9404,2045.9404,2045.9404,894
895,1239.1263,1992.928,2065.2104,2065.2104,2065.2104,2065.2104,2065.2104,895
896,1250.6884,2011.5237,2084.4805,2084.4805,2084.4805,2084.4805,2084.4805,896
897,1262.5808,2030.651,2104.3015,2104.3015,2104.3015,2104.3015,2104.3015,897
898,1274.4733,2049.7778,2124.1223,2124.1223,2124.1223,2124.1223,2124.1223,898
899,1286.3657,2068.9048,2143.9429,2143.9429,2143.9429,2143.9429,2143.9429,899
900,1298.2582,2088.0317,2163.7634,2163.7634,2163.7634,2163.7634,2163.7634,900
901,1310.4811,2107.6902,2184.1348,2184.1348,2184.1348,2184.1348,2184.1348,901
902,1322.7039,2127.3486,2204.5063,2204.5063,2204.5063,2204.5063,2204.5063,902
903,1335.2568,2147.538,2225.428,2225.428,2225.428,2225.428,2225.428,903
904,1347.4796,2167.1965,2245.7996,2245.7996,2245.7996,2245.7996,2245.7996,904
905,1360.3632,2187.9177,2267.272,2267.272,2267.272,2267.272,2267.272,905
906,1372.9164,2208.1072,2288.1938,2288.1938,2288.1938,2288.1938,2288.1938,906
907,1385.7997,2228.828,2309.6663,2309.6663,2309.6663,2309.6663,2309.6663,907
908,1398.6833,2249.5486,2331.1387,2331.1387,2331.1387,2331.1387,2331.1387,908
909,1411.8972,2270.8013,2353.1619,2353.1619,2353.1619,2353.1619,2353.1619,909
910,1425.111,2292.0532,2375.1848,2375.1848,2375.1848,2375.1848,2375.1848,910
911,1438.3246,2313.3054,2397.2078,2397.2078,2397.2078,2397.2078,2397.2078,911
912,1451.8689,2335.089,2419.7815,2419.7815,2419.7815,2419.7815,2419.7815,912
913,1465.413,2356.8726,2442.355,2442.355,2442.355,2442.355,2442.355,913
914,1479.2874,2379.1873,2465.479,2465.479,2465.479,2465.479,2465.479,914
915,1493.1621,2401.5024,2488.6035,2488.6035,2488.6035,2488.6035,2488.6035,915
916,1507.0366,2423.8174,2511.7278,2511.7278,2511.7278,2511.7278,2511.7278,916
917,1521.2413,2446.6633,2535.4023,2535.4023,2535.4023,2535.4023,2535.4023,917
918,1535.4462,2469.5095,2559.0771,2559.0771,2559.0771,2559.0771,2559.0771,918
919,1549.6512,2492.356,2582.752,2582.752,2582.752,2582.752,2582.752,919
920,1564.1865,2515.733,2606.9773,2606.9773,2606.9773,2606.9773,2606.9773,920
921,1578.7217,2539.1104,2631.2026,2631.2026,2631.2026,2631.2026,2631.2026,921
922,1593.5872,2563.0193,2655.9788,2655.9788,2655.9788,2655.9788,2655.9788,922
923,1608.4528,2586.928,2680.7544,2680.7544,2680.7544,2680.7544,2680.7544,923
924,1623.6484,2611.368,2706.0808,2706.0808,2706.0808,2706.0808,2706.0808,924
925,1638.8444,2635.808,2731.4075,2731.4075,2731.4075,2731.4075,2731.4075,925
926,1654.0403,2660.248,2756.734,2756.734,2756.734,2756.734,2756.734,926
927,1669.5667,2685.2197,2782.611,2782.611,2782.611,2782.611,2782.611,927
928,1685.4233,2710.7224,2809.0386,2809.0386,2809.0386,2809.0386,2809.0386,928
929,1700.9497,2735.6938,2834.9158,2834.9158,2834.9158,2834.9158,2834.9158,929
930,1717.1365,2761.7278,2861.894,2861.894,2861.894,2861.894,2861.894,930
931,1732.9928,2787.2305,2888.3215,2888.3215,2888.3215,2888.3215,2888.3215,931
932,1749.1799,2813.2644,2915.3,2915.3,2915.3,2915.3,2915.3,932
933,1765.6974,2839.8296,2942.8289,2942.8289,2942.8289,2942.8289,2942.8289,933
934,1782.2145,2866.395,2970.3577,2970.3577,2970.3577,2970.3577,2970.3577,934
935,1798.7317,2892.9602,2997.8865,2997.8865,2997.8865,2997.8865,2997.8865,935
936,1815.5792,2920.0566,3025.9656,3025.9656,3025.9656,3025.9656,3025.9656,936
937,1832.7574,2947.6848,3054.5955,3054.5955,3054.5955,3054.5955,3054.5955,937
938,1849.9354,2975.3127,3083.2256,3083.2256,3083.2256,3083.2256,3083.2256,938
939,1867.1133,3002.9407,3111.8555,3111.8555,3111.8555,3111.8555,3111.8555,939
940,1884.6216,3031.0996,3141.036,3141.036,3141.036,3141.036,3141.036,940
941,1902.4602,3059.7903,3170.767,3170.767,3170.767,3170.767,3170.767,941
942,1919.9685,3087.9497,3199.9478,3199.9478,3199.9478,3199.9478,3199.9478,942
943,1938.1376,3117.1711,3230.2292,3230.2292,3230.2292,3230.2292,3230.2292,943
944,1956.3066,3146.393,3260.5112,3260.5112,3260.5112,3260.5112,3260.5112,944
945,1974.4757,3175.6147,3290.7927,3290.7927,3290.7927,3290.7927,3290.7927,945
946,1992.9749,3205.3682,3321.625,3321.625,3321.625,3321.625,3321.625,946
947,2011.8047,3235.6523,3353.0076,3353.0076,3353.0076,3353.0076,3353.0076,947
948,2030.6345,3265.937,3384.3906,3384.3906,3384.3906,3384.3906,3384.3906,948
949,2049.464,3296.2214,3415.7734,3415.7734,3415.7734,3415.7734,3415.7734,949
950,2068.6243,3327.0374,3447.7068,3447.7068,3447.7068,3447.7068,3447.7068,950
951,2088.1145,3358.3843,3480.1907,3480.1907,3480.1907,3480.1907,3480.1907,951
952,2107.6047,3389.7312,3512.6746,3512.6746,3512.6746,3512.6746,3512.6746,952
953,2127.4258,3421.6094,3545.7092,3545.7092,3545.7092,3545.7092,3545.7092,953
954,2147.2463,3453.4878,3578.744,3578.744,3578.744,3578.744,3578.744,954
955,2167.3975,3485.8975,3612.3289,3612.3289,3612.3289,3612.3289,3612.3289,955
956,2187.5486,3518.3074,3645.9143,3645.9143,3645.9143,3645.9143,3645.9143,956
957,2208.0298,3551.248,3680.0498,3680.0498,3680.0498,3680.0498,3680.0498,957
958,2228.8418,3584.7205,3714.7363,3714.7363,3714.7363,3714.7363,3714.7363,958
959,2249.6533,3618.1929,3749.4226,3749.4226,3749.4226,3749.4226,3749.4226,959
960,2270.7957,3652.1965,3784.6594,3784.6594,3784.6594,3784.6594,3784.6594,960
961,2291.9377,3686.2,3819.896,3819.896,3819.896,3819.896,3819.896,961
962,2313.41,3720.7344,3855.6836,3855.6836,3855.6836,3855.6836,3855.6836,962
963,2335.213,3755.8008,3892.0215,3892.0215,3892.0215,3892.0215,3892.0215,963
964,2357.0159,3790.8672,3928.3596,3928.3596,3928.3596,3928.3596,3928.3596,964
965,2379.149,3826.4646,3965.2483,3965.2483,3965.2483,3965.2483,3965.2483,965
966,2401.2822,3862.062,4002.1367,4002.1367,4002.1367,4002.1367,4002.1367,966
967,2423.7456,3898.191,4039.5762,4039.5762,4039.5762,4039.5762,4039.5762,967
968,2446.5396,3934.851,4077.5657,4077.5657,4077.5657,4077.5657,4077.5657,968
969,2469.3333,3971.5112,4115.5557,4115.5557,4115.5557,4115.5557,4115.5557,969
970,2492.4575,4008.7024,4154.0957,4154.0957,4154.0957,4154.0957,4154.0957,970
971,2515.912,4046.425,4193.187,4193.187,4193.187,4193.187,4193.187,971
972,2539.3665,4084.148,4232.278,4232.278,4232.278,4232.278,4232.278,972
973,2563.1514,4122.402,4271.919,4271.919,4271.919,4271.919,4271.919,973
974,2587.2666,4161.187,4312.111,4312.111,4312.111,4312.111,4312.111,974
975,2611.3816,4199.9727,4352.303,4352.303,4352.303,4352.303,4352.303,975
976,2635.8274,4239.2896,4393.046,4393.046,4393.046,4393.046,4393.046,976
977,2660.6035,4279.137,4434.339,4434.339,4434.339,4434.339,4434.339,977
978,2685.3794,4318.985,4475.6323,4475.6323,4475.6323,4475.6323,4475.6323,978
979,2710.4856,4359.3643,4517.4756,4517.4756,4517.4756,4517.4756,4517.4756,979
980,2735.922,4400.275,4559.87,4559.87,4559.87,4559.87,4559.87,980
981,2761.359,4441.185,4602.2646,4602.2646,4602.2646,4602.2646,4602.2646,981
982,2787.456,4483.1587,4645.7603,4645.7603,4645.7603,4645.7603,4645.7603,982
983,2813.5535,4525.132,4689.2554,4689.2554,4689.2554,4689.2554,4689.2554,983
984,2839.6506,4567.105,4732.751,4732.751,4732.751,4732.751,4732.751,984
985,2866.4087,4610.1406,4777.3477,4777.3477,4777.3477,4777.3477,4777.3477,985
986,2893.1667,4653.1763,4821.9443,4821.9443,4821.9443,4821.9443,4821.9443,986
987,2920.2551,4696.743,4867.092,4867.092,4867.092,4867.092,4867.092,987
988,2947.6738,4740.842,4912.7896,4912.7896,4912.7896,4912.7896,4912.7896,988
989,2975.0923,4784.9404,4958.4873,4958.4873,4958.4873,4958.4873,4958.4873,989
990,3003.1719,4830.1016,5005.286,5005.286,5005.286,5005.286,5005.286,990
991,3031.251,4875.262,5052.085,5052.085,5052.085,5052.085,5052.085,991
992,3059.661,4920.9546,5099.435,5099.435,5099.435,5099.435,5099.435,992
993,3088.0706,4966.647,5146.784,5146.784,5146.784,5146.784,5146.784,993
994,3117.1409,5013.402,5195.235,5195.235,5195.235,5195.235,5195.235,994
995,3146.2117,5060.1567,5243.686,5243.686,5243.686,5243.686,5243.686,995
996,3175.612,5107.443,5292.687,5292.687,5292.687,5292.687,5292.687,996
997,3205.3433,5155.2603,5342.239,5342.239,5342.239,5342.239,5342.239,997
998,3235.4048,5203.609,5392.3413,5392.3413,5392.3413,5392.3413,5392.3413,998
999,3265.7966,5252.4893,5442.994,5442.994,5442.994,5442.994,5442.994,999
1000,3296.1882,5301.369,5493.647,5493.647,5493.647,5493.647,5493.647,1000
