ID,Achievement_ID,Type,Asset_ID,Quantity,Start_event,Start_asset,Fail_event,Fail_asset,Description_lang,Flags,Timer_start_event,Timer_asset_ID,Timer_time,Ui_order,WorldStateID,RequiredWorldStateStatus,AdditionalConditionType[0],AdditionalConditionType[1],AdditionalConditionType[2],AdditionalConditionValue[0],AdditionalConditionValue[1],AdditionalConditionValue[2]
14256,5015,8,5020,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0
14329,5046,0,3977,1,0,0,0,0,High Inquisitor Whitemane,0,0,0,0,5,0,0,61,0,0,0,0,0
14423,5124,8,5098,0,0,0,0,0,Heroic Ahn'kahet: The Old Kingdom,0,0,0,0,5,0,0,0,0,0,0,0,0
14438,5026,29,58465,1500,0,0,0,0,"Place 5,000 Feasts.",3,0,0,0,5,0,0,0,0,0,0,0,0
14479,5028,29,32678,50000,0,0,0,0,,3,0,0,0,5,0,0,0,0,0,0,0,0
14495,5143,8,5138,0,0,0,0,0,Heroic: Grim Batol,0,0,0,0,5,0,0,0,0,0,0,0,0
14505,5126,46,1158,42000,0,0,0,0,Guardians of Hyjal,0,0,0,0,5,0,0,0,0,0,0,0,0
14521,5145,46,1158,42000,0,0,0,0,Guardians of Hyjal,0,0,0,0,5,0,0,0,0,0,0,0,0
14541,5151,5,0,85,0,0,0,0,Warrior,0,0,0,0,5,0,0,25,26,62,1,1,9000
14548,5153,5,0,85,0,0,0,0,Warrior,0,0,0,0,5,0,0,25,26,62,4,1,9000
14554,5154,5,0,85,0,0,0,0,Death Knight,0,0,0,0,5,0,0,25,26,62,7,6,9000
14559,5155,5,0,85,0,0,0,0,Warrior,0,0,0,0,5,0,0,25,26,62,3,1,9000
14565,5156,5,0,85,0,0,0,0,Shaman,0,0,0,0,5,0,0,25,26,62,11,7,9000
14572,5157,5,0,85,0,0,0,0,Priest,0,0,0,0,5,0,0,25,26,62,22,5,9000
14580,5152,8,5156,0,0,0,0,0,Classy Draenei,0,0,0,0,5,0,0,0,0,0,0,0,0
14586,5158,8,5163,0,0,0,0,0,Classy Blood Elves,0,0,0,0,5,0,0,0,0,0,0,0,0
14600,5127,46,1012,42000,0,0,0,0,Ashtongue Deathsworn,0,0,0,0,5,0,0,0,0,0,0,0,0
14606,5160,5,0,85,0,0,0,0,Warrior,0,0,0,0,5,0,0,25,26,62,2,1,9000
14612,5161,5,0,85,0,0,0,0,Death Knight,0,0,0,0,5,0,0,25,26,62,6,6,9000
14617,5162,5,0,85,0,0,0,0,Shaman,0,0,0,0,5,0,0,25,26,62,8,7,9000
14624,5163,5,0,85,0,0,0,0,Warlock,0,0,0,0,5,0,0,25,26,62,10,9,9000
14631,5164,5,0,85,0,0,0,0,Death Knight,0,0,0,0,5,0,0,25,26,62,5,6,9000
14637,5165,5,0,85,0,0,0,0,Death Knight,0,0,0,0,5,0,0,25,26,62,9,6,9000
14659,5167,53,2,1,0,0,0,0,Shaman,0,0,0,0,5,0,0,28,40,0,7,85,0
14666,5168,53,6,1,0,0,0,0,Priest,0,0,0,0,5,0,0,28,40,0,5,85,0
14673,5169,53,5,1,0,0,0,0,Priest,0,0,0,0,5,0,0,28,40,0,5,85,0
14680,5170,53,8,1,0,0,0,0,Priest,0,0,0,0,5,0,0,28,40,0,5,85,0
14689,5171,53,10,1,0,0,0,0,Priest,0,0,0,0,5,0,0,28,40,0,5,85,0
14697,5172,53,9,1,0,0,0,0,Priest,0,0,0,0,5,0,0,28,40,0,5,85,0
14705,5031,8,5171,0,0,0,0,0,Blood Elf Slayer,0,0,0,0,5,0,0,0,0,0,0,0,0
14711,5173,53,1,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,28,40,0,2,85,0
14719,5174,53,4,1,0,0,0,0,Druid,0,0,0,0,5,0,0,28,40,0,11,85,0
14726,5175,53,3,1,0,0,0,0,Shaman,0,0,0,0,5,0,0,28,40,0,7,85,0
14735,5176,53,7,1,0,0,0,0,Warrior,0,0,0,0,5,0,0,28,40,0,1,85,0
14741,5177,53,11,1,0,0,0,0,Warrior,0,0,0,0,5,0,0,28,40,0,1,85,0
14748,5178,53,22,1,0,0,0,0,Warrior,0,0,0,0,5,0,0,28,40,0,1,85,0
14756,5179,8,5177,0,0,0,0,0,Draenei Slayer,0,0,0,0,5,0,0,0,0,0,0,0,0
14777,5194,70,0,2500,0,0,0,0,Craftsmen's Terrace,3,0,0,0,5,0,0,7,18,0,0,1659,0
14788,5195,70,0,2500,0,0,0,0,Elder Rise,3,0,0,0,5,0,0,7,18,0,0,1639,0
14837,5223,8,5215,0,0,0,0,0,Twin Peaks Perfection,0,0,0,0,5,0,0,0,0,0,0,0,0
14904,5240,1,607,1000,0,0,0,0,,3,0,0,0,5,0,0,61,63,0,0,0,0
14912,5241,1,607,2000,0,0,0,0,,3,0,0,0,5,0,0,61,63,0,0,0,0
14922,5244,1,607,5000,0,0,0,0,,3,0,0,0,5,0,0,61,63,0,0,0,0
14957,5258,8,5250,0,0,0,0,0,Out Of The Fog,0,0,0,0,5,0,0,0,0,0,0,0,0
14975,5259,8,5215,0,0,0,0,0,Twin Peaks Perfection,0,0,0,0,5,0,0,0,0,0,0,0,0
15057,5191,36,64381,1,0,0,0,0,Cracked Crystal Vial,0,0,0,0,5,0,0,0,0,0,0,0,0
15066,4859,36,64371,1,0,0,0,0,Skull Staff of Shadowforge,0,0,0,0,5,0,0,0,0,0,0,0,0
15074,4858,36,64444,1,0,0,0,0,Scepter of the Nathrezim,0,0,0,0,5,0,0,0,0,0,0,0,0
15104,5301,36,64658,1,0,0,0,0,Sketch of a Desert Palace,0,0,0,0,5,0,0,0,0,0,0,0,0
15119,772,43,2731,1,0,0,0,0,Chillwind Point,0,0,0,0,5,0,0,0,0,0,0,0,0
15126,4864,43,2697,1,0,0,0,0,Storm's Fury Wreckage,0,0,0,0,5,0,0,0,0,0,0,0,0
15143,4866,43,2888,1,0,0,0,0,Dragonmaw Port,0,0,0,0,5,0,0,0,0,0,0,0,0
15171,4865,43,2946,1,0,0,0,0,Mar'at,0,0,0,0,5,0,0,0,0,0,0,0,0
15192,1676,8,4905,0,0,0,0,0,Cape of Stranglethorn Quests,0,0,0,0,5,0,0,0,0,0,0,0,0
15208,1677,8,4905,0,0,0,0,0,Cape of Stranglethorn Quests,0,0,0,0,5,0,0,0,0,0,0,0,0
15234,1680,8,4931,0,0,0,0,0,Felwood Quests,0,0,0,0,5,0,0,0,0,0,0,0,0
15249,4845,8,5284,0,0,0,0,0,Ascendant Descending,0,0,0,0,5,0,0,0,0,0,0,0,0
15334,5372,49,5,1,0,0,0,0,Waist,0,0,0,0,5,0,0,3,14,0,359,4,0
15350,5373,49,5,1,0,0,0,0,Waist,0,0,0,0,5,0,0,3,14,0,333,3,0
15432,5408,7,182,525,0,0,0,0,Herbalism,0,0,0,0,5,0,0,62,0,0,9000,0,0
15450,5009,8,5187,0,0,0,0,0,"Val'anyr, Hammer of Ancient Kings",0,0,0,0,5,0,0,0,0,0,0,0,0
15456,5010,8,5187,0,0,0,0,0,"Val'anyr, Hammer of Ancient Kings",0,0,0,0,5,0,0,0,0,0,0,0,0
15488,4952,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,26,2,62,2,12675,21000
15498,5429,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,26,2,62,2,12674,21000
15508,5430,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,26,2,62,2,12673,21000
15518,5431,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,26,2,62,2,12676,21000
15528,5432,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,38,26,0,164,2,0
15538,5433,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,38,26,0,177,2,0
15548,5434,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,38,26,0,165,2,0
15558,5435,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,38,26,0,179,2,0
15568,5436,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,38,26,0,166,2,0
15578,5437,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,38,26,0,180,2,0
15588,5438,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,38,26,0,167,2,0
15598,5439,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,38,26,0,181,2,0
15608,5440,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,38,26,0,41,2,0
15618,5441,74,0,1,0,0,0,0,Paladin,0,0,0,0,5,0,0,38,26,0,41,2,0
15628,5442,27,27390,1,0,0,0,0,Pamela Redpath,0,0,0,0,5,0,0,0,0,0,0,0,0
15680,4853,8,5115,0,0,0,0,0,Heroic: Chimaeron,0,0,0,0,5,0,0,0,0,0,0,0,0
15716,5472,29,88045,1,0,0,0,0,Starfire Espresso,0,0,0,0,5,0,0,0,0,0,0,0,0
15806,5474,27,26183,1,0,0,0,0,The King's Cider,0,0,0,0,5,0,0,0,0,0,0,0,0
15816,5476,27,26536,1,0,0,0,0,Thunder Falls,0,0,0,0,5,0,0,0,0,0,0,0,0
15821,5477,27,26572,1,0,0,0,0,A Golden Opportunity,0,0,0,0,5,0,0,0,0,0,0,0,0
15867,5478,42,33823,1,0,0,0,0,Bloodfin Catfish,0,0,0,0,5,0,0,0,0,0,0,0,0
15912,5479,42,13888,1,0,0,0,0,Darkclaw Lobster,0,0,0,0,5,0,0,0,0,0,0,0,0
15956,5482,0,47115,0,0,0,0,0,The Black Recluse spider,0,0,0,0,5,0,0,0,0,0,0,0,0
15975,5489,8,5486,0,0,0,0,0,Tol Barad All-Star,0,0,0,0,5,0,0,0,0,0,0,0,0
15982,5490,8,5486,0,0,0,0,0,Tol Barad All-Star,0,0,0,0,5,0,0,0,0,0,0,0,0
16021,1681,8,4875,0,0,0,0,0,Loremaster of Cataclysm,0,0,0,0,5,0,0,0,0,0,0,0,0
16022,1682,8,4983,0,0,0,0,0,Loremaster of Cataclysm,0,0,0,0,5,0,0,0,0,0,0,0,0
16029,908,15,607,100,0,0,0,0,,2,0,0,0,5,0,0,39,0,0,85,0,0
16037,909,15,607,100,0,0,0,0,,2,0,0,0,5,0,0,39,0,0,85,0,0
16054,5506,8,5062,0,0,0,0,0,Heroic: Grim Batol,0,0,0,0,5,0,0,0,0,0,0,0,0
16180,5443,28,93157,1,0,0,0,0,Frostsabers,0,0,0,0,5,0,0,0,0,0,0,0,0
16201,5511,3,0,1,0,0,0,0,Night Elf,0,0,0,0,5,0,0,66,0,0,4,0,0
16218,5548,54,225,1,0,0,0,0,Oasis Moth,0,0,0,0,5,0,0,4,0,0,50496,0,0
16244,5475,28,99249,1,0,0,0,0,Stealing From Our Own,0,0,0,0,5,0,0,0,0,0,0,0,0
16313,1998,12,402,1,0,0,0,0,,2,0,0,0,5,0,0,0,0,0,0,0,0
16314,1999,12,402,10,0,0,0,0,,2,0,0,0,5,0,0,0,0,0,0,0,0
16315,2000,12,402,25,0,0,0,0,,2,0,0,0,5,0,0,0,0,0,0,0,0
16316,2001,12,402,50,0,0,0,0,,2,0,0,0,5,0,0,0,0,0,0,0,0
16317,2002,12,402,100,0,0,0,0,,2,0,0,0,5,0,0,0,0,0,0,0,0
16431,5676,49,6,1,0,0,0,0,,2,0,0,0,5,0,0,39,3,0,2,2,0
16438,5677,49,6,1,0,0,0,0,,2,0,0,0,5,0,0,39,3,0,3,2,0
16445,5678,49,6,1,0,0,0,0,,2,0,0,0,5,0,0,39,3,0,4,2,0
16452,5679,49,6,1,0,0,0,0,,2,0,0,0,5,0,0,39,3,0,5,2,0
16459,5680,49,6,1,0,0,0,0,,2,0,0,0,5,0,0,39,3,0,6,2,0
16474,5689,40,182,1,0,0,0,0,,2,0,0,0,5,0,0,2,0,0,11870,0,0
16485,5690,40,182,1,0,0,0,0,,2,0,0,0,5,0,0,2,0,0,11871,0,0
16518,5692,15,726,0,0,0,0,0,Isle of Conquest,0,0,0,0,5,0,0,63,0,0,0,0,0
16524,5694,1,489,0,0,0,0,0,Warsong Gulch,0,0,0,0,5,0,0,63,0,0,0,0,0
16555,4956,11,1584,5,0,0,0,0,,2,0,0,0,5,0,0,0,0,0,0,0,0
16612,4957,11,1583,20,0,0,0,0,,2,0,0,0,5,0,0,0,0,0,0,0,0
16677,1678,8,4930,0,0,0,0,0,Desolace Quests,0,0,0,0,5,0,0,0,0,0,0,0,0
16686,5718,27,28059,1,0,0,0,0,Claiming The Keep,0,0,0,0,5,0,0,0,0,0,0,0,0
16720,5719,27,28682,1,0,0,0,0,Claiming The Keep,0,0,0,0,5,0,0,0,0,0,0,0,0
16812,5744,0,52442,1,0,0,0,0,Hive Queen,0,0,0,0,5,0,0,20,0,0,1,0,0
16840,5761,28,97913,1,0,0,0,0,Harald saved.,0,0,0,0,5,0,0,20,0,0,1,0,0
16891,5754,41,62674,1,0,0,0,0,Highland Spirits,0,0,0,0,5,0,0,0,0,0,0,0,0
16901,5753,41,62676,1,0,0,0,0,Blackened Surprise,0,0,0,0,5,0,0,0,0,0,0,0,0
16946,346,41,59230,1,0,0,0,0,Fungus Squeezings,2,0,0,0,5,0,0,0,0,0,0,0,0
17405,347,41,67273,1,0,0,0,0,Chillwind Omelet,2,0,0,0,5,0,0,0,0,0,0,0,0
17432,5802,0,53494,1,0,0,0,0,Baleroc,0,0,0,0,5,0,0,0,0,0,0,0,0
17459,5812,46,890,42000,0,0,0,0,Silverwing Sentinels,0,0,0,0,5,0,0,62,0,0,42000,0,0
17581,5828,8,5830,0,0,0,0,0,Share the Pain,0,0,0,0,5,0,0,0,0,0,0,0,0
17613,965,27,28992,1,0,0,0,0,"Azshara, Bilgewater Harbor",0,0,0,0,5,0,0,0,0,0,0,0,0
17640,5835,27,13463,1,0,0,0,0,"Dalaran, The Legerdemain Lounge",0,0,0,0,5,0,0,0,0,0,0,0,0
17664,5836,27,13473,1,0,0,0,0,"Dalaran, Silver Enclave",0,0,0,0,5,0,0,0,0,0,0,0,0
17686,5837,27,28977,1,0,0,0,0,"Twilight Highlands, Firebeard's Patrol",0,0,0,0,5,0,0,0,0,0,0,0,0
17708,5838,27,28973,1,0,0,0,0,"Twilight Highlands, Bloodgulch",0,0,0,0,5,0,0,0,0,0,0,0,0
17727,5841,27,29356,1,0,0,0,0,I Need to Cask a Favor,0,0,0,0,5,0,0,0,0,0,0,0,0
17732,5842,27,29357,1,0,0,0,0,Spice Bread Aplenty,0,0,0,0,5,0,0,0,0,0,0,0,0
17737,5843,27,29365,1,0,0,0,0,Perfectly Picked Portions,0,0,0,0,5,0,0,0,0,0,0,0,0
17742,5844,27,29360,1,0,0,0,0,Would You Like Some Flies With That?,0,0,0,0,5,0,0,0,0,0,0,0,0
17753,5847,27,29350,1,0,0,0,0,The Gnomish Bait-o-Matic,0,0,0,0,5,0,0,0,0,0,0,0,0
17758,5848,27,29359,1,0,0,0,0,An Old Favorite,0,0,0,0,5,0,0,0,0,0,0,0,0
17763,5849,27,29354,1,0,0,0,0,Shiny Baubles,0,0,0,0,5,0,0,0,0,0,0,0,0
17768,5850,27,29361,1,0,0,0,0,Moat Monster!,0,0,0,0,5,0,0,0,0,0,0,0,0
17778,5829,0,53691,1,0,0,0,0,The Ridge of Ancient Flame,0,0,0,0,5,5987,1,0,0,0,0,0,0
17810,5865,54,101,1,0,0,0,0,Mankrik,0,0,0,0,5,0,0,4,0,0,52238,0,0
17817,5866,27,29283,1,0,0,0,0,Recruit Elderlimb and the ancients,0,0,0,0,5,0,0,0,0,0,0,0,0
17834,5869,0,52383,1,0,0,0,0,Slay Nemesis at Ashen Lake without taking damage from Molten Fury.,0,0,0,0,5,0,0,2,0,0,12506,0,0
17844,5873,0,53864,1,0,0,0,0,Ancient Firelord,0,0,0,0,5,0,0,2,0,0,12506,0,0
17846,2422,110,61815,1,0,0,0,0,Goblin,0,0,0,0,5,0,0,27,55,55,9,8128,8127
17855,291,110,44212,1,0,0,0,0,Goblin,0,0,0,0,5,0,0,27,0,0,9,0,0
17861,5874,28,101101,1,0,0,0,0,Heatflayer,0,0,0,0,5,0,0,0,0,0,0,0,0
17868,5879,8,5862,0,0,0,0,0,Ludicrous Speed,0,0,0,0,5,0,0,0,0,0,0,0,0
17883,5870,28,101176,1,0,0,0,0,Thisalee Crow,0,0,0,0,5,0,0,0,0,0,0,0,0
17904,840,1,628,0,0,0,0,0,Isle of Conquest,0,0,0,0,5,0,0,0,0,0,0,0,0
17912,5892,46,889,42000,0,0,0,0,Warsong Outriders,0,0,0,0,5,0,0,62,0,0,42000,0,0
18100,5983,0,53494,1,0,0,0,0,Baleroc,0,0,0,0,5,0,0,61,0,0,0,0,0
18114,2091,74,0,1,0,0,0,0,Vicious Gladiator,2,0,0,0,5,0,0,38,0,0,191,0,0
18162,6006,27,29736,1,0,0,0,0,Elder Darkfeather in Twilight Highlands,0,0,0,0,5,0,0,0,0,0,0,0,0
18169,6007,27,13453,1,0,0,0,0,Howling Fjord,0,0,0,0,5,0,0,0,0,0,0,0,0
18177,6008,27,13490,1,0,0,0,0,Storm Peaks,0,0,0,0,5,0,0,0,0,0,0,0,0
18185,6009,27,13498,1,0,0,0,0,Storm Peaks,0,0,0,0,5,0,0,0,0,0,0,0,0
18193,6010,27,13446,1,0,0,0,0,Storm Peaks,0,0,0,0,5,0,0,0,0,0,0,0,0
18198,6011,27,29030,1,0,0,0,0,Hyjal,0,0,0,0,5,0,0,0,0,0,0,0,0
18203,6012,27,28949,1,0,0,0,0,Uldum,0,0,0,0,5,0,0,0,0,0,0,0,0
18238,6020,27,29463,1,0,0,0,0,Whack-A-Gnoll,0,0,0,0,5,0,0,0,0,0,0,0,0
18255,6026,41,33254,1,0,0,0,0,Forest Strider Drumstick,0,0,0,0,5,0,0,0,0,0,0,0,0
18269,6027,27,29446,1,0,0,0,0,Ornate Weapon,0,0,0,0,5,0,0,0,0,0,0,0,0
18292,6030,41,74142,1,0,0,0,0,Shattrath City,0,0,0,0,5,0,0,41,0,0,3703,0,0
18297,6031,41,74142,1,0,0,0,0,Thunder Bluff,0,0,0,0,5,0,0,41,0,0,1638,0,0
18304,6032,27,29510,1,0,0,0,0,Enchanting,0,0,0,0,5,0,0,0,0,0,0,0,0
18421,966,27,28961,1,0,0,0,0,"Blasted Lands, Surwich",0,0,0,0,5,0,0,0,0,0,0,0,0
18484,6123,0,55294,1,0,0,0,0,Ultraxion,0,0,0,0,5,0,0,61,0,0,0,0,0
18586,6169,8,6084,1,0,0,0,0,Minutes to Midnight,0,0,0,0,5,0,0,0,0,0,0,0,0
18650,6029,27,29456,1,0,0,0,0,Banner of the Fallen,0,0,0,0,5,0,0,0,0,0,0,0,0
18824,6301,27,30090,1,0,0,0,0,Zhu's Bastion,0,0,0,0,5,0,0,0,0,0,0,0,0
18941,6349,49,5,1,0,0,0,0,Waist,0,0,0,0,5,0,0,3,14,0,476,4,0
18956,6348,49,5,1,0,0,0,0,Waist,0,0,0,0,5,0,0,3,14,0,463,3,0
18971,381,35,0,0,0,0,0,0,Molten Front,0,0,0,0,5,0,0,32,0,0,861,0,0
19114,6458,0,60410,1,0,0,0,0,Celestial Serpent,0,0,0,0,5,0,0,0,0,0,0,0,0
19152,811,41,58088,0,0,0,0,0,Flask of Titanic Strength,0,0,0,0,5,0,0,0,0,0,0,0,0
19159,923,41,58148,0,0,0,0,0,Elixir of the Master,0,0,0,0,5,0,0,0,0,0,0,0,0
88,41,8,39,1,0,0,0,0,Into the Basin,0,0,0,0,6,0,0,0,0,0,0,0,0
388,576,8,574,0,0,0,0,0,Kel'Thuzad's Defeat,0,0,0,0,6,0,0,0,0,0,0,0,0
394,577,8,575,0,0,0,0,0,Kel'Thuzad's Defeat,0,0,0,0,6,0,0,0,0,0,0,0,0
501,626,36,21539,1,0,0,0,0,Festive Purple Dress,2,0,0,0,6,0,0,0,0,0,0,0,0
504,627,43,2627,1,0,0,0,0,Shimmer Ridge,0,0,0,0,6,0,0,0,0,0,0,0,0
655,705,7,54,400,0,0,0,0,Maces,0,0,0,0,6,0,0,0,0,0,0,0,0
764,700,36,29592,1,0,0,0,0,Insignia of the Horde,2,0,0,0,6,0,0,0,0,0,0,0,0
784,701,36,18858,1,0,0,0,0,Insignia of the Alliance,2,0,0,0,6,0,0,0,0,0,0,0,0
826,728,43,250,1,0,0,0,0,Tiragarde Keep,0,0,0,0,6,0,0,0,0,0,0,0,0
907,736,43,2714,1,0,0,0,0,The Venture Co. Mine,0,0,0,0,6,0,0,0,0,0,0,0,0
921,750,43,465,1,0,0,0,0,The Dry Hills,0,0,0,0,6,0,0,0,0,0,0,0,0
966,761,43,566,1,0,0,0,0,Faldir's Cove,0,0,0,0,6,0,0,0,0,0,0,0,0
994,762,46,68,42000,0,0,0,0,Exalted Undercity,0,0,0,0,6,0,0,0,0,0,0,0,0
1021,765,43,2651,1,0,0,0,0,The Dustbowl,0,0,0,0,6,0,0,0,0,0,0,0,0
1033,766,43,826,1,0,0,0,0,Altar of Storms,0,0,0,0,6,0,0,0,0,0,0,0,0
1043,768,43,230,1,0,0,0,0,Brill,0,0,0,0,6,0,0,0,0,0,0,0,0
1058,769,43,306,1,0,0,0,0,Fenris Isle,0,0,0,0,6,0,0,0,0,0,0,0,0
1073,770,43,966,1,0,0,0,0,Felstone Field,0,0,0,0,6,0,0,0,0,0,0,0,0
1086,771,43,2657,1,0,0,0,0,Darrowshire,0,0,0,0,6,0,0,0,0,0,0,0,0
1106,772,43,2734,1,0,0,0,0,Dalaran Crater,0,0,0,0,6,0,0,0,0,0,0,0,0
1120,773,43,606,1,0,0,0,0,Valorwind Lake,0,0,0,0,6,0,0,0,0,0,0,0,0
1135,774,43,2758,1,0,0,0,0,Dustfire Valley,0,0,0,0,6,0,0,0,0,0,0,0,0
1141,775,43,2997,1,0,0,0,0,Black Tooth Hovel,0,0,0,0,6,0,0,0,0,0,0,0,0
1152,776,43,127,1,0,0,0,0,Tower of Azora,0,0,0,0,6,0,0,0,0,0,0,0,0
1166,778,43,2476,1,0,0,0,0,Twilight Grove,0,0,0,0,6,0,0,0,0,0,0,0,0
1179,779,43,321,1,0,0,0,0,The Farstrider Lodge,0,0,0,0,6,0,0,0,0,0,0,0,0
1191,780,43,367,1,0,0,0,0,Alther's Mill,0,0,0,0,6,0,0,0,0,0,0,0,0
1197,781,43,524,1,0,0,0,0,Nesingwary's Expedition,0,0,0,0,6,0,0,0,0,0,0,0,0
1229,782,43,2683,1,0,0,0,0,Pool of Tears,0,0,0,0,6,0,0,0,0,0,0,0,0
1253,802,43,285,1,0,0,0,0,The Molsen Farm,0,0,0,0,6,0,0,0,0,0,0,0,0
1267,841,43,2625,1,0,0,0,0,Saltspray Glen,0,0,0,0,6,0,0,0,0,0,0,0,0
1283,42,8,627,1,0,0,0,0,Dun Morogh,0,0,0,0,6,0,0,0,0,0,0,0,0
1303,842,43,88,1,0,0,0,0,Lake Al'Ameth,0,0,0,0,6,0,0,0,0,0,0,0,0
1315,844,43,341,1,0,0,0,0,Ruins of Mathystra,0,0,0,0,6,0,0,0,0,0,0,0,0
1325,845,43,2428,1,0,0,0,0,Maestra's Post,0,0,0,0,6,0,0,0,0,0,0,0,0
1362,850,43,662,1,0,0,0,0,Dreadmurk Shore,0,0,0,0,6,0,0,0,0,0,0,0,0
1373,848,43,2459,1,0,0,0,0,Cenarion Wildlands,0,0,0,0,6,0,0,0,0,0,0,0,0
1386,849,43,2486,1,0,0,0,0,Feral Scar Vale,0,0,0,0,6,0,0,0,0,0,0,0,0
1417,851,43,650,1,0,0,0,0,Broken Pillar,0,0,0,0,6,0,0,0,0,0,0,0,0
1430,852,43,2439,1,0,0,0,0,Ruins of Arkkoran,0,0,0,0,6,0,0,0,0,0,0,0,0
1445,853,43,866,1,0,0,0,0,Bloodvenom Falls,0,0,0,0,6,0,0,0,0,0,0,0,0
1470,856,43,1027,1,0,0,0,0,The Scarab Wall,0,0,0,0,6,0,0,0,0,0,0,0,0
1478,857,43,2764,1,0,0,0,0,Everlook,0,0,0,0,6,0,0,0,0,0,0,0,0
1503,43,8,857,1,0,0,0,0,Winterspring,0,0,0,0,6,0,0,0,0,0,0,0,0
1513,859,43,1134,1,0,0,0,0,East Sanctum,0,0,0,0,6,0,0,0,0,0,0,0,0
1537,858,43,1155,1,0,0,0,0,Sanctum of the Sun,0,0,0,0,6,0,0,0,0,0,0,0,0
1557,860,43,1368,1,0,0,0,0,Fairbridge Strand,0,0,0,0,6,0,0,0,0,0,0,0,0
1578,861,43,1333,1,0,0,0,0,Blood Watch,0,0,0,0,6,0,0,0,0,0,0,0,0
1626,862,43,1208,1,0,0,0,0,Mag'har Post,0,0,0,0,6,0,0,0,0,0,0,0,0
1648,863,43,1141,1,0,0,0,0,Quagg Ridge,0,0,0,0,6,0,0,0,0,0,0,0,0
1669,864,43,1110,1,0,0,0,0,The Black Temple,0,0,0,0,6,0,0,0,0,0,0,0,0
1689,865,43,1293,1,0,0,0,0,Broken Wilds,0,0,0,0,6,0,0,0,0,0,0,0,0
1714,866,43,1194,1,0,0,0,0,Spirit Fields,0,0,0,0,6,0,0,0,0,0,0,0,0
1731,867,43,1171,1,0,0,0,0,Stonebreaker Hold,0,0,0,0,6,0,0,0,0,0,0,0,0
1763,843,43,1184,1,0,0,0,0,Manaforge Ultris,0,0,0,0,6,0,0,0,0,0,0,0,0
1787,44,8,843,1,0,0,0,0,Netherstorm,0,0,0,0,6,0,0,0,0,0,0,0,0
1795,868,43,1460,1,0,0,0,0,The Dead Scar,2,0,0,0,6,0,0,0,0,0,0,0,0
1806,220,1,30,1,3,30,3,30,Tower A4 owned by the Alliance,6,0,0,0,6,0,0,0,0,0,0,0,0
1815,873,1,30,1,3,30,3,30,Tower A4 owned by the Horde,6,0,0,0,6,0,0,0,0,0,0,0,0
1841,878,42,13905,1,0,0,0,0,29 Pound Salmon,0,0,0,0,6,0,0,0,0,0,0,0,0
1915,910,27,8727,1,0,0,0,0,Elder Farwhisper in Stratholme,0,0,0,0,6,0,0,0,0,0,0,0,0
1927,912,27,8674,1,0,0,0,0,Elder Winterhoof in Booty Bay,0,0,0,0,6,0,0,0,0,0,0,0,0
1951,911,27,8715,1,0,0,0,0,Elder Bladeleaf in Dolanaar,0,0,0,0,6,0,0,0,0,0,0,0,0
2001,913,8,915,0,0,0,0,0,Elders of the Alliance,0,0,0,0,6,0,0,0,0,0,0,0,0
2030,948,46,72,42000,0,0,0,0,Exalted Stormwind,0,0,0,0,6,0,0,0,0,0,0,0,0
2059,961,27,12741,1,0,0,0,0,Strength of the Tempest,0,0,0,0,6,0,0,0,0,0,0,0,0
2067,962,27,12726,1,0,0,0,0,Song of Wind and Water,0,0,0,0,6,0,0,0,0,0,0,0,0
2144,966,27,12397,1,0,0,0,0,"The Cape of Stranglethorn, Booty Bay",0,0,0,0,6,0,0,0,0,0,0,0,0
2199,969,27,12357,1,0,0,0,0,"Nagrand, Telaar",0,0,0,0,6,0,0,0,0,0,0,0,0
2220,968,27,12392,1,0,0,0,0,"Nagrand, Garadar",0,0,0,0,6,0,0,0,0,0,0,0,0
2272,979,36,20561,1,0,0,0,0,Dwarf Male Mask,2,0,0,0,6,0,0,0,0,0,0,0,0
2340,621,57,5976,1,0,0,0,0,Guild Tabard,2,0,0,0,6,0,0,0,0,0,0,0,0
2347,556,49,6,1,0,0,0,0,Legs,0,0,0,0,6,0,0,3,14,0,213,4,0
2364,245,52,5,1,0,0,0,0,Priest,0,0,0,0,6,0,0,0,0,0,0,0,0
2372,246,53,5,1,0,0,0,0,Undead,0,0,0,0,6,0,0,0,0,0,0,0,0
2403,227,13,0,300000,3,566,3,566,"Do 300,000 Damage in Eye of the Storm",11,0,0,0,6,0,0,5,41,0,0,3820,0
